OrderDate,ProductCategory,ProductName,Quantity,UnitPrice,TotalPrice,Region,CustomerType
2024-12-06,Incontinence,Absorbent Pads,12,111.36,1336.32,Sjælland,Clinic
2024-11-22,Stoma Care,Stoma Bag,1,161.78,161.78,Hovedstaden,Clinic
2024-03-26,Stoma Care,Adhesive Ring,17,167.63,2849.71,Midtjylland,Hospital
2024-01-02,Incontinence,Adult Diapers,16,72.67,1162.72,Nordjylland,Private
2024-03-16,Respiratory Care,CPAP Machine,15,158.63,2379.45,Hovedstaden,Hospital
2024-02-01,Diabetes,,7,262.92,1840.44,Hovedstaden,Care Home
2024-08-19,Incontinence,Absorbent Pads,15,265.08,3976.2,Sjælland,Clinic
2024-01-26,Stoma Care,Adhesive Ring,17,17.88,303.96,Midtjylland,Care Home
2024-08-14,Incontinence,Absorbent Pads,6,117.86,707.16,Hovedstaden,Clinic
2024-09-23,Nutrition,Nutritional Supplement,12,161.77,1941.24,Sjælland,Hospital
2024-02-24,Stoma Care,Stoma Bag,9,124.83,1123.47,Nordjylland,Private
2024-09-24,Nutrition,Nutritional Supplement,2,101.86,203.72,Midtjylland,Hospital
2024-08-07,Respiratory Care,Oxygen Concentrator,1,19.68,19.68,Hovedstaden,Clinic
2024-09-02,Diabetes,Blood Glucose Meter,19,265.9,5052.1,Hovedstaden,Hospital
2024-01-21,Nutrition,Enteral Nutrition Formula,13,103.67,1347.71,Syddanmark,Care Home
2024-11-20,Stoma Care,Stoma Bag,3,162.95,488.85,Midtjylland,Private
2024-07-07,Incontinence,Adult Diapers,9,247.53,2227.77,Hovedstaden,Hospital
2024-12-29,Respiratory Care,CPAP Machine,12,101.08,1212.96,Syddanmark,Hospital
2024-10-03,Nutrition,Enteral Nutrition Formula,1,79.56,79.56,Hovedstaden,Care Home
2024-10-05,Nutrition,Nutritional Supplement,16,177.4,2838.4,Hovedstaden,Private
2024-10-15,Stoma Care,Stoma Bag,-16,40.84,653.44,Syddanmark,Private
2024-05-27,Incontinence,Adult Diapers,1,252.74,252.74,Hovedstaden,Clinic
2024-10-20,Diabetes,Blood Glucose Meter,15,71.67,1075.05,Sjælland,Hospital
2024-02-08,Wound Care,Sterile Bandage,9,238.65,2147.85,Nordjylland,Care Home
2024-03-31,Nutrition,Nutritional Supplement,2,139.65,279.3,Syddanmark,Private
2024-01-30,Incontinence,Absorbent Pads,14,,-2085.02,Nordjylland,Private
2024-05-29,Stoma Care,Stoma Bag,16,215.23,3443.68,Hovedstaden,Clinic
2024-06-21,Stoma Care,Adhesive Ring,7,190.19,1331.33,Hovedstaden,Clinic
2024-04-29,Incontinence,Absorbent Pads,6,44.87,269.22,Midtjylland,Clinic
2024-11-03,Diabetes,Blood Glucose Meter,14,183.52,2569.28,Sjælland,Care Home
2024-03-08,Respiratory Care,CPAP Machine,8,264.41,2115.28,Hovedstaden,Private
2024-01-16,Incontinence,Adult Diapers,17,92.73,1576.41,Sjælland,Private
2024-05-28,Nutrition,Enteral Nutrition Formula,5,83.17,415.85,Midtjylland,Care Home
2024-11-19,Diabetes,Test Strips,3,250.49,751.47,Syddanmark,Private
2024-11-27,Nutrition,Enteral Nutrition Formula,12,144.69,1736.28,Sjælland,Clinic
2024-01-21,Wound Care,Sterile Bandage,19,139.12,2643.28,Syddanmark,Care Home
2024-09-16,Wound Care,Sterile Bandage,12,151.42,1817.04,Nordjylland,Clinic
2024-09-13,Infusion Therapy,Infusion Pump,8,193.89,1551.12,Nordjylland,Private
2024-08-05,Respiratory Care,Oxygen Concentrator,8,79.27,634.16,Nordjylland,Private
2024-05-21,Stoma Care,Adhesive Ring,3,139.77,419.31,Sjælland,Hospital
2024-07-08,Infusion Therapy,IV Tubing Set,8,20.65,165.2,Midtjylland,Private
2024-11-13,Diabetes,Blood Glucose Meter,10,95.11,951.1,Midtjylland,Care Home
2024-12-09,Incontinence,Absorbent Pads,-19,265.16,5038.04,Midtjylland,Care Home
2024-11-28,Stoma Care,Adhesive Ring,14,57.91,810.74,Midtjylland,Private
2024-04-18,Wound Care,Sterile Bandage,12,205.64,2467.68,Hovedstaden,Private
2024-06-01,Diabetes,Blood Glucose Meter,14,24.83,347.62,Hovedstaden,Care Home
2024-11-19,Incontinence,Absorbent Pads,1,142.31,142.31,Nordjylland,Private
2024-08-12,Nutrition,Enteral Nutrition Formula,12,33.25,399.0,Nordjylland,Private
2024-11-02,Infusion Therapy,Infusion Pump,11,183.62,2019.82,Syddanmark,Private
2024-09-15,Diabetes,Insulin Pen,6,44.96,269.76,Midtjylland,Care Home
2024-03-21,Infusion Therapy,IV Tubing Set,9,132.39,1191.51,Sjælland,Clinic
2024-07-31,Stoma Care,Stoma Bag,17,72.65,1235.05,Hovedstaden,Care Home
2024-04-16,Wound Care,Antiseptic Spray,18,127.13,2288.34,Midtjylland,Hospital
2024-12-29,Diabetes,Blood Glucose Meter,2,121.43,242.86,Midtjylland,Private
2024-03-15,Wound Care,Sterile Bandage,-16,13.57,217.12,Midtjylland,Private
2024-10-16,Nutrition,Enteral Nutrition Formula,5,197.26,986.3,Midtjylland,Hospital
2024-07-20,Diabetes,Blood Glucose Meter,18,194.7,3504.6,Midtjylland,Hospital
2024-10-20,Incontinence,Absorbent Pads,5,164.01,820.05,Sjælland,Private
2024-04-22,Respiratory Care,Oxygen Concentrator,13,291.89,3794.57,Syddanmark,Hospital
2024-06-02,Stoma Care,Stoma Bag,14,,265.72,Sjælland,Private
2024-09-01,Diabetes,Insulin Pen,10,271.02,2710.2,Midtjylland,Clinic
2024-07-14,Wound Care,Sterile Bandage,18,249.75,4495.5,Hovedstaden,Private
2024-04-18,Incontinence,Adult Diapers,16,234.33,3749.28,Midtjylland,Private
2024-11-04,Infusion Therapy,IV Tubing Set,19,113.29,2152.51,Sjælland,Hospital
2024-01-21,Incontinence,Adult Diapers,12,250.9,3010.8,Midtjylland,Clinic
2024-04-20,Stoma Care,Adhesive Ring,2,151.78,303.56,Syddanmark,Private
2024-09-05,Nutrition,Enteral Nutrition Formula,19,68.38,1299.22,Nordjylland,Clinic
2024-05-26,Stoma Care,Stoma Bag,2,219.42,438.84,Syddanmark,Hospital
2024-01-05,Diabetes,Test Strips,17,207.42,3526.14,Syddanmark,Care Home
2024-06-02,Stoma Care,Adhesive Ring,16,37.17,594.72,Sjælland,Care Home
2024-03-15,Nutrition,Enteral Nutrition Formula,1,173.19,173.19,Hovedstaden,Hospital
2024-06-27,Incontinence,Absorbent Pads,14,142.23,1991.22,Syddanmark,Care Home
2024-06-11,Infusion Therapy,IV Tubing Set,-16,298.88,4782.08,Sjælland,Hospital
2024-11-23,Wound Care,Antiseptic Spray,19,100.45,1908.55,Midtjylland,Care Home
2024-07-26,Diabetes,Insulin Pen,18,148.28,2669.04,Syddanmark,Care Home
2024-05-05,Wound Care,Antiseptic Spray,16,247.74,3963.84,Sjælland,Private
2024-06-11,Wound Care,Sterile Bandage,19,,1295.61,Nordjylland,Private
2024-10-18,Incontinence,Absorbent Pads,5,224.74,1123.7,Hovedstaden,Hospital
2024-05-06,Infusion Therapy,IV Tubing Set,1,255.32,255.32,Nordjylland,Clinic
2024-09-16,Respiratory Care,Oxygen Concentrator,6,98.78,592.68,Midtjylland,Hospital
2024-02-14,Incontinence,Adult Diapers,19,161.55,3069.45,Midtjylland,Private
2024-05-23,Wound Care,Antiseptic Spray,6,24.57,147.42,Syddanmark,Hospital
2024-10-21,Nutrition,Nutritional Supplement,3,243.01,729.03,Hovedstaden,Hospital
2024-02-22,Stoma Care,Stoma Bag,7,75.55,528.85,Sjælland,Care Home
2024-11-08,Wound Care,Sterile Bandage,17,218.74,3718.58,Syddanmark,Care Home
2024-05-27,Infusion Therapy,IV Tubing Set,18,80.16,1442.88,Syddanmark,Care Home
2024-07-09,Wound Care,Antiseptic Spray,4,51.43,205.72,Midtjylland,Clinic
2024-12-03,Stoma Care,Stoma Bag,2,219.3,438.6,Syddanmark,Care Home
2024-12-14,Incontinence,,18,90.09,1621.62,Nordjylland,Clinic
2024-11-20,Wound Care,Sterile Bandage,12,224.86,2698.32,Nordjylland,Clinic
2024-06-10,Nutrition,Nutritional Supplement,12,175.82,2109.84,Syddanmark,Private
2024-02-25,Wound Care,Antiseptic Spray,12,205.79,2469.48,Sjælland,Private
2024-08-04,Infusion Therapy,IV Tubing Set,10,50.34,503.4,Syddanmark,Hospital
2024-01-11,Respiratory Care,Oxygen Concentrator,17,206.07,3503.19,Midtjylland,Care Home
2024-10-19,Nutrition,Enteral Nutrition Formula,10,40.39,403.9,Midtjylland,Private
2024-05-25,Stoma Care,Adhesive Ring,14,233.53,-3269.42,Nordjylland,Private
2024-04-09,Infusion Therapy,IV Tubing Set,2,71.48,142.96,Midtjylland,Hospital
2024-04-18,Wound Care,Antiseptic Spray,13,20.42,265.46,Midtjylland,Hospital
2024-11-21,Incontinence,Adult Diapers,12,25.14,301.68,Nordjylland,Private
2024-08-22,Stoma Care,Adhesive Ring,3,203.39,610.17,Syddanmark,Hospital
2024-03-14,Infusion Therapy,Infusion Pump,14,80.15,1122.1,Midtjylland,Hospital
2024-06-11,Infusion Therapy,IV Tubing Set,3,,381.72,Nordjylland,Clinic
2024-08-15,Infusion Therapy,Infusion Pump,6,231.07,1386.42,Sjælland,Hospital
2024-10-09,Infusion Therapy,,10,233.35,2333.5,Syddanmark,Clinic
2024-06-01,Nutrition,Nutritional Supplement,1,224.32,224.32,Nordjylland,Hospital
2024-05-14,Stoma Care,Adhesive Ring,4,255.65,-1022.6,Syddanmark,Private
2024-02-14,Nutrition,Enteral Nutrition Formula,4,270.84,1083.36,Syddanmark,Clinic
2024-05-03,Respiratory Care,CPAP Machine,12,26.77,321.24,Nordjylland,Clinic
2024-11-26,Respiratory Care,CPAP Machine,15,172.78,2591.7,Sjælland,Private
2024-01-26,Wound Care,Antiseptic Spray,10,101.39,1013.9,Syddanmark,Hospital
2024-12-16,Nutrition,Enteral Nutrition Formula,11,85.37,939.07,Midtjylland,Clinic
2024-02-16,Diabetes,Test Strips,9,210.1,1890.9,Nordjylland,Clinic
2024-09-04,Stoma Care,Stoma Bag,1,287.8,287.8,Sjælland,Hospital
2024-10-20,Respiratory Care,Oxygen Concentrator,18,168.59,3034.62,Syddanmark,Private
2024-01-08,Nutrition,Nutritional Supplement,12,270.33,3243.96,Midtjylland,Private
2024-12-16,Nutrition,Nutritional Supplement,12,288.58,3462.96,Midtjylland,Clinic
2024-03-30,Stoma Care,Stoma Bag,12,85.27,1023.24,Sjælland,Hospital
2024-06-02,Nutrition,Enteral Nutrition Formula,6,65.13,390.78,Syddanmark,Hospital
2024-09-01,Respiratory Care,CPAP Machine,16,293.42,4694.72,Nordjylland,Private
2024-04-03,Respiratory Care,Oxygen Concentrator,1,142.89,142.89,Syddanmark,Hospital
2024-02-13,Wound Care,Sterile Bandage,9,252.27,2270.43,Sjælland,Clinic
2024-08-03,Incontinence,Adult Diapers,10,103.28,1032.8,Nordjylland,Clinic
2024-12-14,Infusion Therapy,IV Tubing Set,3,269.45,-808.35,Sjælland,Private
2024-02-03,Stoma Care,Adhesive Ring,19,153.46,2915.74,Hovedstaden,Care Home
2024-04-03,Respiratory Care,CPAP Machine,3,26.73,80.19,Midtjylland,Hospital
2024-12-14,Respiratory Care,Oxygen Concentrator,18,200.42,3607.56,Hovedstaden,Hospital
2024-09-22,Stoma Care,Stoma Bag,11,228.01,2508.11,Nordjylland,Private
2024-08-08,Diabetes,Test Strips,4,178.67,714.68,Hovedstaden,Hospital
2024-04-18,Wound Care,Sterile Bandage,7,269.29,1885.03,Midtjylland,Clinic
2024-12-27,Wound Care,Sterile Bandage,15,167.91,2518.65,Syddanmark,Hospital
2024-02-15,Infusion Therapy,IV Tubing Set,14,30.64,428.96,Sjælland,Clinic
2024-10-06,Stoma Care,Stoma Bag,8,23.82,190.56,Sjælland,Hospital
2024-10-16,Wound Care,Sterile Bandage,17,166.34,2827.78,Sjælland,Private
2024-11-13,Diabetes,Insulin Pen,9,10.0,90.0,Hovedstaden,Hospital
2024-04-12,Nutrition,Nutritional Supplement,6,12.93,77.58,Hovedstaden,Clinic
2024-11-27,Wound Care,Sterile Bandage,6,222.2,1333.2,Nordjylland,Private
2024-01-30,Infusion Therapy,IV Tubing Set,5,216.66,1083.3,Hovedstaden,Care Home
2024-08-15,Nutrition,Nutritional Supplement,7,73.94,517.58,Hovedstaden,Clinic
2024-10-13,Respiratory Care,CPAP Machine,10,215.7,2157.0,Syddanmark,Hospital
2024-01-10,Diabetes,Test Strips,17,184.45,3135.65,Sjælland,Clinic
2024-11-16,Incontinence,Absorbent Pads,19,117.09,2224.71,Hovedstaden,Care Home
2024-07-16,Diabetes,Insulin Pen,1,45.39,45.39,Midtjylland,Private
2024-06-17,Stoma Care,Adhesive Ring,9,110.15,991.35,Midtjylland,Hospital
2024-03-16,Wound Care,Antiseptic Spray,16,173.0,2768.0,Syddanmark,Hospital
2024-02-01,Stoma Care,Stoma Bag,4,,-485.84,Sjælland,Private
2024-09-26,Incontinence,Absorbent Pads,2,136.92,273.84,Hovedstaden,Private
2024-06-16,Stoma Care,Adhesive Ring,19,134.58,2557.02,Nordjylland,Clinic
2024-05-26,Infusion Therapy,IV Tubing Set,12,75.75,909.0,Sjælland,Clinic
2024-01-02,Incontinence,Adult Diapers,19,155.44,2953.36,Midtjylland,Care Home
2024-03-23,Stoma Care,Stoma Bag,19,13.53,257.07,Midtjylland,Private
2024-11-26,Nutrition,Enteral Nutrition Formula,5,112.36,561.8,Nordjylland,Hospital
2024-04-27,Nutrition,Enteral Nutrition Formula,1,92.87,92.87,Sjælland,Hospital
2024-02-16,Stoma Care,Adhesive Ring,7,283.89,1987.23,Hovedstaden,Hospital
2024-05-07,Diabetes,Insulin Pen,-18,282.97,5093.46,Hovedstaden,Hospital
2024-11-17,Infusion Therapy,Infusion Pump,6,168.86,1013.16,Nordjylland,Private
2024-08-06,Wound Care,Sterile Bandage,17,125.31,2130.27,Midtjylland,Private
2024-05-03,Incontinence,Absorbent Pads,10,210.04,2100.4,Hovedstaden,Clinic
2024-01-20,Nutrition,Nutritional Supplement,9,36.7,330.3,Nordjylland,Private
2024-10-16,Infusion Therapy,Infusion Pump,3,118.25,354.75,Nordjylland,Hospital
2024-04-09,Diabetes,Blood Glucose Meter,2,261.17,522.34,Midtjylland,Care Home
2024-05-29,Infusion Therapy,Infusion Pump,19,266.07,5055.33,Syddanmark,Clinic
2024-10-10,Infusion Therapy,IV Tubing Set,1,14.46,14.46,Sjælland,Care Home
2024-03-13,Respiratory Care,CPAP Machine,13,189.0,2457.0,Syddanmark,Care Home
2024-10-09,Respiratory Care,CPAP Machine,18,36.86,663.48,Midtjylland,Clinic
2024-04-02,Infusion Therapy,IV Tubing Set,9,137.13,1234.17,Sjælland,Clinic
2024-07-30,Nutrition,,13,36.5,474.5,Sjælland,Private
2024-03-03,Wound Care,Sterile Bandage,1,72.18,72.18,Sjælland,Clinic
2024-11-13,Nutrition,Nutritional Supplement,1,205.13,205.13,Hovedstaden,Clinic
2024-10-01,Diabetes,Insulin Pen,4,280.49,1121.96,Syddanmark,Hospital
2024-03-31,Wound Care,Sterile Bandage,14,94.53,1323.42,Hovedstaden,Hospital
2024-10-21,Wound Care,Antiseptic Spray,17,260.91,4435.47,Nordjylland,Clinic
2024-09-14,Infusion Therapy,IV Tubing Set,11,195.01,2145.11,Syddanmark,Care Home
2024-11-30,Incontinence,Adult Diapers,18,,4485.24,Nordjylland,Care Home
2024-09-12,Wound Care,Sterile Bandage,7,26.29,184.03,Nordjylland,Clinic
2024-08-29,Wound Care,Antiseptic Spray,1,277.97,277.97,Sjælland,Hospital
2024-08-29,Incontinence,,7,218.96,1532.72,Nordjylland,Private
2024-05-19,Stoma Care,Adhesive Ring,10,165.31,1653.1,Syddanmark,Care Home
2024-11-06,Nutrition,Enteral Nutrition Formula,14,275.0,3850.0,Nordjylland,Care Home
2024-10-21,Nutrition,Nutritional Supplement,16,264.13,4226.08,Hovedstaden,Private
2024-05-29,Incontinence,Adult Diapers,9,259.06,2331.54,Syddanmark,Clinic
2024-11-08,Incontinence,Adult Diapers,9,56.51,508.59,Midtjylland,Private
2024-02-14,Infusion Therapy,IV Tubing Set,17,224.78,3821.26,Hovedstaden,Private
2024-09-02,Incontinence,Adult Diapers,1,110.12,110.12,Syddanmark,Clinic
2024-04-24,Wound Care,Antiseptic Spray,4,44.34,177.36,Sjælland,Care Home
2024-05-06,Wound Care,Antiseptic Spray,19,107.35,2039.65,Hovedstaden,Hospital
2024-10-15,Wound Care,Antiseptic Spray,1,166.86,166.86,Nordjylland,Hospital
2024-05-20,Stoma Care,Adhesive Ring,1,193.11,193.11,Syddanmark,Clinic
2024-10-21,Nutrition,Enteral Nutrition Formula,17,69.81,1186.77,Midtjylland,Private
2024-11-04,Nutrition,Enteral Nutrition Formula,1,15.26,15.26,Sjælland,Clinic
2024-04-26,Respiratory Care,Oxygen Concentrator,-11,209.7,2306.7,Syddanmark,Hospital
2024-11-16,Stoma Care,Adhesive Ring,16,69.0,1104.0,Nordjylland,Hospital
2024-05-26,Stoma Care,Adhesive Ring,-2,127.32,254.64,Hovedstaden,Private
2024-05-25,Nutrition,Enteral Nutrition Formula,19,91.46,1737.74,Syddanmark,Care Home
2024-12-25,Diabetes,Test Strips,4,255.9,1023.6,Hovedstaden,Care Home
2024-11-30,Infusion Therapy,Infusion Pump,10,103.14,1031.4,Midtjylland,Hospital
2024-03-02,Diabetes,,4,144.63,578.52,Midtjylland,Clinic
2024-08-22,Stoma Care,Adhesive Ring,-2,201.89,403.78,Syddanmark,Private
2024-07-25,Stoma Care,Adhesive Ring,16,29.27,468.32,Syddanmark,Hospital
2024-10-21,Diabetes,Test Strips,17,14.24,242.08,Midtjylland,Private
2024-08-07,Wound Care,Sterile Bandage,6,227.49,1364.94,Nordjylland,Care Home
2024-10-18,Respiratory Care,Oxygen Concentrator,10,177.85,1778.5,Sjælland,Private
2024-02-23,Incontinence,Adult Diapers,16,68.65,1098.4,Nordjylland,Hospital
2024-07-22,Infusion Therapy,Infusion Pump,10,157.05,1570.5,Midtjylland,Hospital
2024-12-11,Diabetes,Insulin Pen,18,287.96,5183.28,Syddanmark,Clinic
2024-08-09,Incontinence,Absorbent Pads,1,163.33,163.33,Midtjylland,Private
2024-10-04,Diabetes,Insulin Pen,10,201.97,2019.7,Sjælland,Clinic
2024-12-05,Respiratory Care,Oxygen Concentrator,5,226.87,1134.35,Nordjylland,Private
2024-04-05,Infusion Therapy,Infusion Pump,3,249.05,747.15,Sjælland,Hospital
2024-07-05,Stoma Care,Adhesive Ring,8,223.51,1788.08,Syddanmark,Hospital
2024-06-30,Wound Care,Sterile Bandage,6,37.53,225.18,Hovedstaden,Hospital
2024-12-30,Incontinence,Adult Diapers,3,175.64,526.92,Nordjylland,Private
2024-10-30,Nutrition,Enteral Nutrition Formula,3,14.57,-43.71,Midtjylland,Hospital
2024-07-01,Infusion Therapy,Infusion Pump,15,158.37,-2375.55,Sjælland,Clinic
2024-12-04,Wound Care,Sterile Bandage,4,297.3,1189.2,Midtjylland,Private
2024-10-02,Nutrition,Enteral Nutrition Formula,16,183.09,2929.44,Nordjylland,Private
2024-11-10,Stoma Care,Adhesive Ring,5,298.73,1493.65,Midtjylland,Hospital
2024-01-14,Infusion Therapy,Infusion Pump,11,285.27,3137.97,Sjælland,Private
2024-03-15,Stoma Care,Adhesive Ring,12,155.1,1861.2,Sjælland,Hospital
2024-12-04,Respiratory Care,CPAP Machine,1,194.42,194.42,Nordjylland,Hospital
2024-07-27,Stoma Care,Adhesive Ring,14,59.22,-829.08,Midtjylland,Care Home
2024-09-24,Incontinence,Absorbent Pads,8,242.82,1942.56,Midtjylland,Care Home
2024-11-17,Respiratory Care,CPAP Machine,5,251.8,1259.0,Nordjylland,Hospital
2024-10-25,Diabetes,Insulin Pen,8,29.29,234.32,Sjælland,Clinic
2024-11-13,Infusion Therapy,IV Tubing Set,11,71.26,783.86,Syddanmark,Care Home
2024-03-28,Respiratory Care,CPAP Machine,9,299.2,2692.8,Hovedstaden,Hospital
2024-09-20,Wound Care,Sterile Bandage,15,255.74,3836.1,Midtjylland,Clinic
2024-09-29,Diabetes,Test Strips,10,282.01,2820.1,Hovedstaden,Hospital
2024-10-16,Infusion Therapy,IV Tubing Set,18,87.88,1581.84,Nordjylland,Care Home
2024-05-05,Wound Care,Antiseptic Spray,8,43.19,-345.52,Sjælland,Private
2024-04-02,Wound Care,Sterile Bandage,10,84.37,843.7,Midtjylland,Clinic
2024-03-26,Incontinence,Absorbent Pads,4,52.61,210.44,Syddanmark,Care Home
2024-05-09,Incontinence,Absorbent Pads,11,173.39,1907.29,Nordjylland,Hospital
2024-08-25,Infusion Therapy,Infusion Pump,3,10.91,32.73,Hovedstaden,Hospital
2024-11-08,Diabetes,Insulin Pen,10,91.76,917.6,Sjælland,Care Home
2024-04-15,Wound Care,Antiseptic Spray,15,23.04,345.6,Nordjylland,Care Home
2024-08-05,Diabetes,Blood Glucose Meter,18,146.55,2637.9,Syddanmark,Private
2024-09-05,Respiratory Care,CPAP Machine,3,241.92,725.76,Sjælland,Hospital
2024-12-30,Nutrition,Enteral Nutrition Formula,17,247.18,4202.06,Midtjylland,Private
2024-11-05,Diabetes,Insulin Pen,4,291.37,1165.48,Sjælland,Clinic
2024-04-29,Incontinence,Absorbent Pads,3,73.43,220.29,Midtjylland,Hospital
2024-07-18,Incontinence,Absorbent Pads,8,117.64,941.12,Midtjylland,Hospital
2024-03-16,Respiratory Care,,17,221.54,3766.18,Syddanmark,Hospital
2024-10-13,Respiratory Care,Oxygen Concentrator,7,180.79,1265.53,Sjælland,Clinic
2024-07-23,Incontinence,Absorbent Pads,17,54.09,919.53,Nordjylland,Care Home
2024-08-06,Stoma Care,Stoma Bag,13,283.95,3691.35,Syddanmark,Clinic
2024-08-16,Infusion Therapy,Infusion Pump,17,234.03,3978.51,Syddanmark,Care Home
2024-10-12,Respiratory Care,CPAP Machine,7,281.2,1968.4,Midtjylland,Clinic
2024-04-03,Incontinence,Absorbent Pads,16,108.72,1739.52,Midtjylland,Care Home
2024-02-22,Wound Care,Sterile Bandage,1,257.36,257.36,Sjælland,Private
2024-07-26,Incontinence,Adult Diapers,9,107.44,966.96,Syddanmark,Private
2024-06-03,Stoma Care,Adhesive Ring,12,120.13,1441.56,Hovedstaden,Hospital
2024-09-29,Incontinence,Absorbent Pads,1,78.71,78.71,Syddanmark,Care Home
2024-04-11,Nutrition,Nutritional Supplement,5,227.33,1136.65,Nordjylland,Care Home
2024-12-09,Diabetes,Test Strips,17,106.34,1807.78,Hovedstaden,Hospital
2024-01-06,Diabetes,Insulin Pen,19,65.77,1249.63,Hovedstaden,Clinic
2024-08-01,Nutrition,Enteral Nutrition Formula,-17,91.67,1558.39,Syddanmark,Hospital
2024-09-03,Nutrition,Enteral Nutrition Formula,14,240.4,3365.6,Hovedstaden,Private
2024-07-28,Respiratory Care,Oxygen Concentrator,16,252.03,4032.48,Sjælland,Clinic
2024-05-16,Diabetes,Test Strips,15,57.21,858.15,Midtjylland,Private
2024-10-16,Respiratory Care,CPAP Machine,3,81.53,244.59,Nordjylland,Care Home
2024-01-10,Infusion Therapy,,19,272.26,5172.94,Syddanmark,Hospital
2024-04-14,Stoma Care,Stoma Bag,12,129.25,1551.0,Hovedstaden,Care Home
2024-03-27,Diabetes,Insulin Pen,16,210.41,3366.56,Nordjylland,Hospital
2024-12-05,Respiratory Care,CPAP Machine,17,248.52,4224.84,Nordjylland,Private
2024-09-06,Stoma Care,Adhesive Ring,14,182.86,2560.04,Syddanmark,Care Home
2024-04-22,Infusion Therapy,Infusion Pump,11,109.75,1207.25,Nordjylland,Private
2024-08-01,Wound Care,,8,200.54,1604.32,Hovedstaden,Clinic
2024-07-21,Nutrition,Enteral Nutrition Formula,5,38.63,193.15,Hovedstaden,Hospital
2024-07-15,Respiratory Care,Oxygen Concentrator,9,269.75,2427.75,Hovedstaden,Hospital
2024-04-17,Diabetes,Blood Glucose Meter,12,263.2,3158.4,Nordjylland,Private
2024-08-07,Respiratory Care,Oxygen Concentrator,9,19.22,172.98,Sjælland,Private
2024-12-10,Respiratory Care,Oxygen Concentrator,12,161.84,1942.08,Nordjylland,Care Home
2024-06-30,Infusion Therapy,Infusion Pump,10,248.83,2488.3,Midtjylland,Private
2024-06-23,Incontinence,Adult Diapers,17,105.17,1787.89,Sjælland,Clinic
2024-09-18,Infusion Therapy,Infusion Pump,3,74.16,222.48,Nordjylland,Private
2024-08-28,Respiratory Care,CPAP Machine,3,14.86,44.58,Nordjylland,Private
2024-10-29,Incontinence,Adult Diapers,5,100.42,502.1,Nordjylland,Care Home
2024-09-05,Respiratory Care,CPAP Machine,14,255.01,3570.14,Midtjylland,Care Home
2024-08-26,Respiratory Care,CPAP Machine,12,211.07,2532.84,Syddanmark,Private
2024-02-13,Infusion Therapy,Infusion Pump,8,102.7,821.6,Sjælland,Care Home
2024-06-12,Wound Care,Sterile Bandage,13,164.18,2134.34,Sjælland,Hospital
2024-10-22,Diabetes,Blood Glucose Meter,16,249.92,3998.72,Midtjylland,Private
2024-10-13,Wound Care,Antiseptic Spray,3,77.1,231.3,Hovedstaden,Care Home
2024-09-20,Stoma Care,Stoma Bag,7,280.95,1966.65,Syddanmark,Hospital
2024-08-17,Nutrition,Enteral Nutrition Formula,18,22.49,404.82,Nordjylland,Care Home
2024-05-30,Diabetes,Test Strips,5,12.34,61.7,Midtjylland,Clinic
2024-01-06,Stoma Care,Stoma Bag,10,254.82,2548.2,Syddanmark,Care Home
2024-04-21,Stoma Care,Adhesive Ring,3,250.26,750.78,Nordjylland,Clinic
2024-08-01,Infusion Therapy,Infusion Pump,6,137.77,826.62,Nordjylland,Care Home
2024-01-03,Respiratory Care,Oxygen Concentrator,9,185.02,1665.18,Syddanmark,Private
2024-10-05,Incontinence,Absorbent Pads,10,190.6,1906.0,Syddanmark,Private
2024-08-24,Nutrition,Enteral Nutrition Formula,16,138.25,2212.0,Sjælland,Clinic
2024-05-06,Diabetes,Test Strips,9,25.19,226.71,Nordjylland,Hospital
2024-03-25,Diabetes,Test Strips,13,98.33,1278.29,Hovedstaden,Clinic
2024-02-23,Nutrition,Nutritional Supplement,11,131.8,-1449.8,Nordjylland,Clinic
2024-12-29,Nutrition,Nutritional Supplement,11,98.87,1087.57,Midtjylland,Hospital
2024-05-09,Wound Care,Sterile Bandage,15,88.73,1330.95,Syddanmark,Care Home
2024-01-12,Infusion Therapy,Infusion Pump,13,251.39,3268.07,Sjælland,Care Home
2024-11-20,Respiratory Care,Oxygen Concentrator,16,66.04,1056.64,Syddanmark,Private
2024-09-26,Infusion Therapy,Infusion Pump,10,202.21,2022.1,Sjælland,Clinic
2024-10-01,Wound Care,Antiseptic Spray,13,175.88,2286.44,Nordjylland,Hospital
2024-11-21,Respiratory Care,CPAP Machine,4,128.24,512.96,Nordjylland,Clinic
2024-10-01,Respiratory Care,Oxygen Concentrator,2,66.1,132.2,Syddanmark,Care Home
2024-11-24,Respiratory Care,CPAP Machine,7,42.23,295.61,Nordjylland,Hospital
2024-10-14,Nutrition,Enteral Nutrition Formula,4,40.62,162.48,Hovedstaden,Private
2024-11-19,Respiratory Care,Oxygen Concentrator,12,33.56,402.72,Midtjylland,Clinic
2024-06-07,Respiratory Care,CPAP Machine,3,177.56,532.68,Syddanmark,Clinic
2024-05-17,Wound Care,,2,189.44,378.88,Syddanmark,Private
2024-04-16,Incontinence,Absorbent Pads,1,47.46,47.46,Sjælland,Clinic
2024-07-27,Wound Care,Sterile Bandage,1,152.75,152.75,Syddanmark,Private
2024-04-15,Wound Care,Sterile Bandage,4,39.82,159.28,Syddanmark,Care Home
